project_name,bug_number,granularity,technique,crashing,predicate,mutable_bug,percentage_of_mutants_on_ground_truth,experiment_time_seconds,e_inspect,is_bug_localized,exam_score,java_exam_score,output_length,cumulative_distance,cumulative_distance2,sv_comp_overall_score
pandas,43,Statement,Ochiai,0,1,1,0.23134759976865238,85.88211822509766,923.75,1,0.007314340462258399,0.007314340462258399,5586,0,0,-11.880952380952381
pandas,54,Statement,Ochiai,0,1,0,0.0,25445.52511405945,5839.333333333333,1,0.04642534392333643,0.04642534392333643,17507,10.57905982905983,10.57905982905983,-3.0017094017094017
pandas,72,Statement,Ochiai,1,1,1,1.6006739679865205,15.268394708633423,3.25,1,2.5925128229672706e-05,2.5925128229672706e-05,4158,3.25,3.25,-8.250078492935636
pandas,74,Statement,Ochiai,0,1,1,0.3546099290780142,134.1193699836731,96.5,1,0.0007701331971301565,0.0007701331971301565,7666,80.0,80.0,-12.0
pandas,81,Statement,Ochiai,1,1,1,2.1505376344086025,23140.768271684647,87.5,1,0.000700224071702945,0.000700224071702945,17245,207.5,207.5,-7.0
pandas,137,Statement,Ochiai,1,1,1,0.1282051282051282,3366.506372451782,245.5,1,0.001960518119819201,0.001960518119819201,10639,1.782767433369843,1.782767433369843,-3.782767433369843
pandas,143,Statement,Ochiai,1,1,1,0.49261083743842365,2166.20321059227,51.5,1,0.0004127462452113421,0.0004127462452113421,10692,0,0,-12.0
pandas,146,Statement,Ochiai,1,1,1,19.047619047619047,48.27202129364014,2.5,1,2.0057927294025143e-05,2.0057927294025143e-05,3610,2.5,2.5,-3.008064516129032
pandas,168,Statement,Ochiai,1,1,0,0.0,6296.336213111877,6.5,1,5.170630816959669e-05,5.170630816959669e-05,13476,32.504418262150224,32.504418262150224,-3.004418262150221
sanic,3,Statement,Ochiai,0,1,1,5.88235294117647,284.4683532714844,17.5,1,0.0012862918044836457,0.0012862918044836457,1991,27.52384196185286,27.52384196185286,-5.109673024523161
sanic,4,Statement,Ochiai,0,1,1,0.2004008016032064,47.88449215888977,18.5,1,0.0013499708114419148,0.0013499708114419148,1310,25.0,25.0,-7.0
spacy,6,Statement,Ochiai,0,1,1,0.8620689655172413,34.51030898094177,18.666666666666664,1,0.00018750292973327706,0.00018750292973327706,1433,22.5,22.5,-7.0
thefuck,14,Statement,Ochiai,0,1,1,100.0,7.336745738983154,1.0,1,0.00039261876717707107,0.00039261876717707107,79,1.0,1.0,-3.0
tornado,5,Statement,Ochiai,0,1,1,27.397260273972602,2001.7016625404358,3.3333333333333335,1,0.00018432500184325002,0.00018432500184325002,4608,3.3333333333333335,3.3333333333333335,-3.020441537203598
tqdm,5,Statement,Ochiai,1,1,1,1.240694789081886,80.39165186882019,8.333333333333334,1,0.004313319530710835,0.004313319530710835,511,14.800566343042071,14.800566343042071,-3.078883495145631
tqdm,9,Statement,Ochiai,1,1,1,4.761904761904762,6.175822496414185,3.4,1,0.006343283582089552,0.006343283582089552,168,4.4032786885245905,4.4032786885245905,-3.00327868852459
youtube-dl,6,Statement,Ochiai,0,1,1,33.33333333333333,35.18240404129028,1.5,1,2.3032275895955532e-05,2.3032275895955532e-05,1308,1.5,1.5,-3.000196695515342
youtube-dl,7,Statement,Ochiai,0,1,1,4.3478260869565215,91.02659153938293,5.333333333333333,1,8.495003875845518e-05,8.495003875845518e-05,1310,5.333333333333333,5.333333333333333,-3.002183173588924
youtube-dl,13,Statement,Ochiai,0,1,1,9.090909090909092,61.20927572250366,8.5,1,7.402827008996612e-05,7.402827008996612e-05,2697,11.00062656641604,11.00062656641604,-3.000814536340852
youtube-dl,21,Statement,Ochiai,0,1,1,88.88888888888889,57.83148527145386,2.0,1,2.0809272611875853e-05,2.0809272611875853e-05,1834,2.0,2.0,-3.000274499039253
youtube-dl,24,Statement,Ochiai,0,1,1,0.1520912547528517,115.31560850143433,52.25,1,0.0005855522682445759,0.0005855522682445759,1759,0,0,-6.295912816421266
youtube-dl,31,Statement,Ochiai,0,1,1,58.139534883720934,7.539561986923218,3.2,1,7.957427761476103e-05,7.957427761476103e-05,305,3.2,3.2,-3.0011001100110013
youtube-dl,34,Statement,Ochiai,0,1,0,0.0,3.6900370121002197,9314.25,0,0.25537383818166864,-1,261,7.004270896888347,7.004270896888347,-3.007039939925846
black,6,Statement,DStar,0,1,1,0.11206574523720583,58.77962040901184,29.5,1,0.00032641409223687707,0.00032641409223687707,2184,19.840575916230364,19.840575916230364,-3.326701570680628
black,7,Statement,DStar,0,1,1,0.11876484560570072,64.7829794883728,194.0,1,0.002147704502430006,0.002147704502430006,2162,11.288865267074144,11.288865267074144,-3.507668653430014
black,8,Statement,DStar,0,1,1,0.7784431137724551,46.83869695663452,36.0,1,0.0003985695780698161,0.0003985695780698161,2159,5.942625133120341,5.942625133120341,-3.3129659211927582
black,10,Statement,DStar,0,1,1,1.0344827586206897,62.782360315322876,1.0,1,1.1079964100916312e-05,1.1079964100916312e-05,2125,1.0,1.0,-3.0
black,11,Statement,DStar,0,1,1,0.12526096033402923,56.28782558441162,711.3333333333334,1,0.00788294528113006,0.00788294528113006,2115,10.028618152085038,10.028618152085038,-3.339699412062454
black,14,Statement,DStar,1,1,1,5.742574257425743,52.5775830745697,1.0,1,1.1112716281240624e-05,1.1112716281240624e-05,1980,1.0,1.0,-3.0
black,15,Statement,DStar,0,1,1,5.055368319691863,61.06019687652588,1.0,1,1.1103955228852518e-05,1.1103955228852518e-05,2021,1.0,1.0,-3.0
black,23,Statement,DStar,0,1,1,0.06711409395973154,14.277763605117798,147.0,1,0.04016393442622951,0.04016393442622951,1012,7.611870727159727,7.611870727159727,-3.0196661635443487
cookiecutter,2,Statement,DStar,0,1,1,5.555555555555555,2.641118288040161,1.0,1,0.00066711140760507,0.00066711140760507,95,1.0,1.0,-3.0
cookiecutter,4,Statement,DStar,0,1,0,0.0,9.38987398147583,29.25,1,0.03242793791574279,0.03242793791574279,98,17.5,17.5,-7.0
fastapi,1,Statement,DStar,0,1,1,16.129032258064516,40.023441553115845,4.666666666666666,1,0.0010458688181682353,0.0010458688181682353,1250,4.666666666666666,4.666666666666666,-3.0174165457184325
fastapi,3,Statement,DStar,1,1,1,5.172413793103448,12.749234676361084,4.5,1,0.001016719385449616,0.001016719385449616,660,4.5,4.5,-3.0052672147995887
fastapi,6,Statement,DStar,0,1,1,1.8518518518518516,1.0297150611877441,69.0,1,0.01567469332121763,0.01567469332121763,137,0,0,-7.709186169011965
fastapi,9,Statement,DStar,0,1,0,0.0,1.2646007537841797,831.8333333333334,0,0.21919191919191922,-1,239,0,0,-11.14032273216699
fastapi,16,Statement,DStar,1,1,1,66.66666666666666,0.7255284786224365,1.0,1,0.00039416633819471815,0.00039416633819471815,42,1.0,1.0,-3.0
httpie,2,Statement,DStar,0,1,1,1.6194331983805668,10.510277509689331,72.33333333333333,1,0.02637977145635789,0.02637977145635789,575,5,5,-7
httpie,4,Statement,DStar,0,1,1,0.2785515320334262,2.3080801963806152,269.5,1,0.10498636540708998,0.10498636540708998,538,0,0,-7.624177866742921
httpie,5,Statement,DStar,0,1,1,27.173913043478258,8.386019468307495,4.0,1,0.006633499170812604,0.006633499170812604,149,6.152823920265781,6.152823920265781,-3.0830564784053154
keras,10,Statement,DStar,1,1,1,25.0,87.1016194820404,1.5,1,4.044107735030061e-05,4.044107735030061e-05,4133,1.5,1.5,-3.0008250825082508
keras,20,Statement,DStar,1,1,0,0.0,1174.6866481304169,21.363636363636363,1,0.0006033562009612619,0.0006033562009612619,8487,31.649168928086837,31.649168928086837,-7.0
keras,33,Statement,DStar,1,1,1,95.45454545454545,6.845127820968628,1.6666666666666665,1,4.346503238144912e-05,4.346503238144912e-05,963,1.6666666666666665,1.6666666666666665,-3.0034530386740332
keras,35,Statement,DStar,1,1,1,0.2145922746781116,18.091214179992676,7.5,1,0.00019959548648073238,0.00019959548648073238,1350,7.5,7.5,-3.048256467941507
keras,41,Statement,DStar,0,1,1,8.333333333333332,16.664397478103638,1.6666666666666665,1,4.8118101067259477e-05,4.8118101067259477e-05,1074,1.6666666666666665,1.6666666666666665,-3.001048951048951
luigi,6,Statement,DStar,1,1,0,0.0,22.192190170288086,5.666666666666667,1,0.00029716643068156,0.00029716643068156,1840,19.698162729658794,19.698162729658794,-6.0078740157480315
luigi,12,Statement,DStar,0,1,1,22.857142857142858,1.066664695739746,46.85714285714286,1,0.002748864417291028,0.002748864417291028,123,0,0,-12.0
luigi,26,Statement,DStar,1,1,1,16.666666666666664,1.0492701530456543,4.0,1,0.0003273858241938124,0.0003273858241938124,130,5.509933774834437,5.509933774834437,-3.119205298013245
luigi,29,Statement,DStar,1,1,1,19.565217391304348,4.152209997177124,10.333333333333334,1,0.0008674725766733826,0.0008674725766733826,791,3.846534653465347,3.846534653465347,-3.2194719471947195
luigi,30,Statement,DStar,0,1,1,1.3050570962479608,34.18578243255615,67.63636363636364,1,0.005711083647417347,0.005711083647417347,1417,22.024707412223666,22.024707412223666,-7.0
pandas,2,Statement,DStar,1,1,1,0.6765899864682002,1341.9947276115417,52.0,1,0.0004048425396083927,0.0004048425396083927,8158,17.030992631122672,17.030992631122672,-7
pandas,43,Statement,DStar,0,1,1,0.23134759976865238,85.88211822509766,923.75,1,0.007314340462258399,0.007314340462258399,5586,0,0,-11.880952380952381
pandas,54,Statement,DStar,0,1,0,0.0,25445.52511405945,5839.333333333333,1,0.04642534392333643,0.04642534392333643,17507,10.57905982905983,10.57905982905983,-3.0017094017094017
pandas,72,Statement,DStar,1,1,1,1.6006739679865205,15.268394708633423,3.25,1,2.5925128229672706e-05,2.5925128229672706e-05,4158,3.25,3.25,-8.250078492935636
pandas,74,Statement,DStar,0,1,1,0.3546099290780142,134.1193699836731,96.5,1,0.0007701331971301565,0.0007701331971301565,7666,80.0,80.0,-12.0
pandas,81,Statement,DStar,1,1,1,2.1505376344086025,23140.768271684647,87.5,1,0.000700224071702945,0.000700224071702945,17245,207.5,207.5,-7.0
pandas,137,Statement,DStar,1,1,1,0.1282051282051282,3366.506372451782,205.5,1,0.0016410854322722844,0.0016410854322722844,10639,31.78276743336984,31.78276743336984,-3.782767433369843
pandas,143,Statement,DStar,1,1,1,0.49261083743842365,2166.20321059227,50.5,1,0.0004047317550130636,0.0004047317550130636,10692,0,0,-12.0
pandas,146,Statement,DStar,1,1,1,19.047619047619047,48.27202129364014,2.5,1,2.0057927294025143e-05,2.0057927294025143e-05,3610,2.5,2.5,-3.008064516129032
pandas,168,Statement,DStar,1,1,0,0.0,6296.336213111877,6.5,1,5.170630816959669e-05,5.170630816959669e-05,13476,32.504418262150224,32.504418262150224,-3.004418262150221
sanic,3,Statement,DStar,0,1,1,5.88235294117647,284.4683532714844,17.5,1,0.0012862918044836457,0.0012862918044836457,1991,27.52384196185286,27.52384196185286,-5.109673024523161
sanic,4,Statement,DStar,0,1,1,0.2004008016032064,47.88449215888977,18.5,1,0.0013499708114419148,0.0013499708114419148,1310,25.0,25.0,-7.0
spacy,6,Statement,DStar,0,1,1,0.8620689655172413,34.51030898094177,18.666666666666664,1,0.00018750292973327706,0.00018750292973327706,1433,22.5,22.5,-7.0
thefuck,14,Statement,DStar,0,1,1,100.0,7.336745738983154,1.0,1,0.00039261876717707107,0.00039261876717707107,79,1.0,1.0,-3.0
tornado,5,Statement,DStar,0,1,1,27.397260273972602,2001.7016625404358,3.3333333333333335,1,0.00018432500184325002,0.00018432500184325002,4608,3.3333333333333335,3.3333333333333335,-3.020441537203598
tqdm,5,Statement,DStar,1,1,1,1.240694789081886,80.39165186882019,8.333333333333334,1,0.004313319530710835,0.004313319530710835,511,14.800566343042071,14.800566343042071,-3.078883495145631
tqdm,9,Statement,DStar,1,1,1,4.761904761904762,6.175822496414185,3.4,1,0.006343283582089552,0.006343283582089552,168,4.4032786885245905,4.4032786885245905,-3.00327868852459
youtube-dl,6,Statement,DStar,0,1,1,33.33333333333333,35.18240404129028,1.5,1,2.3032275895955532e-05,2.3032275895955532e-05,1308,1.5,1.5,-3.000196695515342
youtube-dl,7,Statement,DStar,0,1,1,4.3478260869565215,91.02659153938293,5.333333333333333,1,8.495003875845518e-05,8.495003875845518e-05,1310,5.333333333333333,5.333333333333333,-3.002183173588924
youtube-dl,13,Statement,DStar,0,1,1,9.090909090909092,61.20927572250366,8.5,1,7.402827008996612e-05,7.402827008996612e-05,2697,11.00062656641604,11.00062656641604,-3.000814536340852
youtube-dl,21,Statement,DStar,0,1,1,88.88888888888889,57.83148527145386,2.0,1,2.0809272611875853e-05,2.0809272611875853e-05,1834,2.0,2.0,-3.000274499039253
youtube-dl,24,Statement,DStar,0,1,1,0.1520912547528517,115.31560850143433,52.25,1,0.0005855522682445759,0.0005855522682445759,1759,0,0,-6.295912816421266
youtube-dl,31,Statement,DStar,0,1,1,58.139534883720934,7.539561986923218,3.2,1,7.957427761476103e-05,7.957427761476103e-05,305,3.2,3.2,-3.0011001100110013
youtube-dl,34,Statement,DStar,0,1,0,0.0,3.6900370121002197,9314.25,0,0.25537383818166864,-1,261,7.004270896888347,7.004270896888347,-3.007039939925846
black,6,Statement,Metallaxis,0,1,1,0.11206574523720583,60647.180084228516,158.5,1,0.0017537841904930512,0.0017537841904930512,649,4.297120418848168,4.297120418848168,-3.074083769633508
black,7,Statement,Metallaxis,0,1,1,0.11876484560570072,38467.157809495926,7.0,1,7.749449235572187e-05,7.749449235572187e-05,412,11.592346532022322,11.592346532022322,-3.0914164230667023
