project_name,bug_number,experiment_time_seconds,e_inspect,exam_score
black,1,0.6854918003082275,23223.0,0.2500026913263933
black,3,0.6290433406829834,45662.5,0.5000054750120451
black,4,0.5745937824249268,45254.5,0.5000055243735361
black,7,0.6276981830596924,22582.5,0.25000276766044127
black,8,0.5991418361663818,30108.0,0.33333702379238955
black,11,0.5091359615325928,30079.333333333332,0.33333702730956627
black,14,2.250056743621826,3.090909090909091,3.434839577838011e-05
black,15,0.30411195755004883,783.1217391304348,0.008695748730045468
black,18,0.32663536071777344,428.0833333333333,0.08334955867082035
black,19,0.317777156829834,1493.0,0.333407771326485
black,23,0.29166126251220703,203.38888888888889,0.055570734669095324
cookiecutter,1,2.7894608974456787,21.5,0.014079895219384414
cookiecutter,2,0.7817788124084473,187.5,0.12508338892595064
cookiecutter,3,0.8879377841949463,731.0,0.5003422313483915
cookiecutter,4,0.3407151699066162,82.0909090909091,0.09100987704091917
fastapi,1,0.4048163890838623,39.14912280701754,0.008773895743392546
fastapi,2,0.47297072410583496,2227.5,0.5001122586439156
fastapi,4,0.42542433738708496,2207.0,0.5001133016088829
fastapi,5,0.43041467666625977,2205.0,0.5001134044000908
fastapi,6,0.4800584316253662,1100.75,0.2500567923671059
fastapi,9,0.43376779556274414,632.6666666666666,0.16671058410188844
fastapi,10,0.5058250427246094,1261.3333333333333,0.33342144682350866
fastapi,11,1.3891072273254395,1435.3333333333333,0.38163608969245766
fastapi,12,0.475421667098999,713.2,0.20005610098176718
fastapi,14,0.4679243564605713,661.5,0.2500945179584121
fastapi,16,0.38358402252197266,6.0,0.002364998029168309
httpie,2,0.9915053844451904,914.3333333333334,0.3334548991004133
httpie,3,2.016903877258301,6.333333333333333,0.0023344391202850473
httpie,4,0.7479918003082275,1284.0,0.5001947798987144
httpie,5,0.6497330665588379,75.5,0.1252072968490879
keras,1,1.4024882316589355,2017.2105263157894,0.05263295220779078
keras,5,1.2011098861694336,18708.5,0.5000133632670515
keras,7,1.4985525608062744,18499.5,0.5000135142440132
keras,10,1.2798466682434082,5.611111111111111,0.0001512795856437171
keras,14,2.484654664993286,16.0,0.00044639120609323994
keras,17,4.541854619979858,17708.5,0.5000141179128078
keras,26,5.395427942276001,14.0,0.0003585790026381169
keras,31,3.7847249507904053,44.0,0.0011409013120365088
keras,35,2.8947038650512695,15.333333333333334,0.00040806188347171954
pandas,2,0.6233603954315186,6.5,5.0605317451049084e-05
pandas,23,1.3557722568511963,42442.666666666664,0.3334040319138629
pandas,54,0.414872407913208,41926.666666666664,0.3333359834842594
pandas,56,0.25489234924316406,41923.333333333336,0.3333359836949752
pandas,68,0.8394172191619873,41991.666666666664,0.3346962958239679
pandas,74,0.2429637908935547,62652.0,0.5000039903274462
pandas,81,0.49903249740600586,93.0,0.0007442381562099872
pandas,116,0.5455679893493652,62634.0,0.5018669572603003
pandas,137,3.345067024230957,8.666666666666668,6.921041563516529e-05
pandas,141,0.8571794033050537,62429.5,0.5000961268874915
pandas,168,1.5494191646575928,78.66666666666667,0.000625778909129478
sanic,1,0.2945084571838379,6643.0,0.5000376364320662
sanic,3,0.21820521354675293,3401.5,0.2500183755972069
sanic,4,0.5681576728820801,4568.333333333333,0.33335765713173765
spacy,1,0.2066631317138672,35348.666666666664,0.3333364766529932
spacy,2,0.7945311069488525,35298.666666666664,0.3333364811054976
spacy,3,0.24547219276428223,35647.0,0.3333364503459884
spacy,4,0.20963692665100098,15.5,0.0001543640202366251
spacy,5,0.41442179679870605,30.0,0.0003006584419879536
spacy,6,0.26052165031433105,24888.75,0.25000251119995176
thefuck,2,0.4209434986114502,2172.0,0.500115127791849
thefuck,3,0.2850189208984375,1432.6666666666667,0.3334109068342255
thefuck,4,0.8989002704620361,2.75,0.0006652152878567972
thefuck,6,0.5498056411743164,6.5,0.001589242053789731
thefuck,7,0.3808603286743164,1317.3333333333333,0.3334177001602969
thefuck,8,0.40288686752319336,1270.0,0.33342084536623784
thefuck,13,0.4605858325958252,439.3333333333333,0.16672991777356103
thefuck,14,0.4658629894256592,424.6666666666667,0.16673210312786285
thefuck,15,0.29261040687561035,505.6,0.2000791452314998
thefuck,17,8.080394744873047,222.72727272727272,0.09094621181187126
thefuck,19,0.4408998489379883,1122.5,0.500222816399287
thefuck,20,0.66213059425354,446.4,0.20008964589870012
thefuck,25,0.44376707077026367,909.5,0.5002750275027503
thefuck,26,0.38178014755249023,608.3333333333334,0.33351608187134507
thefuck,28,0.6995997428894043,180.0,0.1000555864369094
thefuck,29,0.3748607635498047,599.3333333333334,0.3335188276757559
tornado,1,0.5934534072875977,5887.0,0.33335220838052093
tornado,5,0.6924958229064941,6028.333333333333,0.33335176583351767
tornado,6,0.7355942726135254,3010.6666666666665,0.16667589363154883
tornado,8,0.7850687503814697,5821.666666666667,0.33335242021682704
tornado,12,5.858273983001709,3277.8,0.2000122040517452
tqdm,1,0.660897970199585,506.5,0.19980276134122288
tqdm,2,0.5703408718109131,257.22222222222223,0.1111591280130606
tqdm,4,1.6094095706939697,100.5,0.04962962962962963
tqdm,5,2.316253185272217,197.8,0.10238095238095239
tqdm,6,1.8079266548156738,3.0,0.0015923566878980893
tqdm,7,0.6752321720123291,958.0,0.5249315068493151
tqdm,8,0.5377602577209473,567.0,0.500441306266549
tqdm,9,0.9712021350860596,1.5,0.002798507462686567
youtube-dl,1,9.014769315719604,36203.333333333336,0.3333364024466972
youtube-dl,2,2.4230871200561523,9571.818181818182,0.09090995433348385
youtube-dl,6,1.6094958782196045,10854.5,0.16666922580843288
youtube-dl,7,1.6091067790985107,20927.666666666668,0.33333864271075575
youtube-dl,13,4.4583740234375,57411.0,0.500004354604123
youtube-dl,15,5.735435724258423,53015.0,0.5000047156909903
youtube-dl,17,2.623234510421753,2.333333333333333,2.2948035812049027e-05
youtube-dl,18,1.7355661392211914,50522.5,0.5000049483393373
youtube-dl,20,4.878852128982544,33449.333333333336,0.33333665513999755
youtube-dl,21,7.63627290725708,32037.333333333332,0.3333368015454353
youtube-dl,24,6.176683664321899,22308.25,0.250002801685494
youtube-dl,25,4.928215503692627,21072.5,0.25000296598607175
youtube-dl,31,2.0314178466796875,3655.909090909091,0.0909113515419777
youtube-dl,34,1.961803674697876,9118.5,0.2500068543854358
youtube-dl,41,1.329451322555542,6835.0,0.33334959032383926
youtube-dl,43,1.7020924091339111,8536.5,0.5000292877225867
